"SaID","AccID","Longitude","Latitude","ASV37_bacteria_rhizosphere_CK_pred","ASV37_bacteria_rhizosphere_LN_pred","ASV37_bacteria_rhizosphere_LP_pred","ASV37_bacteria_root_CK_pred","ASV37_bacteria_root_LN_pred","ASV37_bacteria_root_LP_pred","ASV7_bacteria_rhizosphere_CK_pred","ASV7_bacteria_rhizosphere_LN_pred","ASV7_bacteria_root_D_pred","ASV7_bacteria_root_LN_pred"
"SEEDGWAS106","CIMMYTMA-001841",-88.760766,15.827325,267.0444384,384.0775584,263.3149611,73.02514927,74.28369679,81.55492728,467.9923074,784.1485163,543.9097047,884.627305
"SEEDGWAS2081","CIMMYTMA-000202",-101.605,17.97833333,246.0190017,384.0775411,263.3149646,72.7315683,68.84262565,92.02682189,481.6855716,780.0180224,521.6158607,875.4182874
"SEEDGWAS2620","CIMMYTMA-023169",-101.250498,17.579435,250.7441833,384.0775901,263.3149481,74.32612082,79.46158669,83.11816941,493.1054176,787.377368,504.6963013,888.3719706
"SEEDGWAS1680","CIMMYTMA-023233",-101.303874,17.678521,246.4042512,384.0775565,263.3149978,74.34820962,79.57536228,89.11023828,496.231106,782.4429533,503.596559,888.2577223
"SEEDGWAS1166","CIMMYTMA-000064",-101.303874,17.678521,246.4042512,384.0775565,263.3149978,74.34820962,79.57536228,89.11023828,496.231106,782.4429533,503.596559,888.2577223
"SEEDGWAS1015","CIMMYTMA-023271",-99.537659,17.167363,269.4353448,384.0775665,263.3149416,74.34151039,83.42401491,82.86851922,462.2180383,788.820888,507.4778994,875.5091788
"SEEDGWAS1679","CIMMYTMA-023230",-101.342386,17.581508,251.3754424,384.0775939,263.3149956,74.24706423,85.70393885,82.53411671,491.2275008,788.1194249,510.0471641,941.4768338
"SEEDGWAS684","CIMMYTMA-000191",-101.485639,17.645756,251.9909986,384.0775952,263.3149856,74.24706423,87.6897156,82.53411671,495.1465484,788.1194249,509.3902362,968.2980849
"SEEDGWAS478","CIMMYTMA-024284",-101.799996,17.971798,249.4272331,384.0776166,263.3149598,74.34953139,79.14542792,81.26321701,475.9225029,788.2183962,492.753873,892.8725648
"SEEDGWAS1711","CIMMYTMA-025067",-101.728267,18.317643,292.8163294,384.0775061,263.314989,72.98952125,78.67268493,84.35260473,472.6962054,780.3411867,508.8344133,882.311676
"SEEDGWAS1033","CIMMYTMA-025081",-101.728267,18.317643,292.8163294,384.0775061,263.314989,72.98952125,78.67268493,84.35260473,472.6962054,780.3411867,508.8344133,882.311676
"SEEDGWAS2257","CIMMYTMA-024758",-101.564868,17.665097,252.6187567,384.0775714,263.3149486,74.34570016,85.87702411,85.24415186,474.2001452,788.2887586,488.0954206,951.8100398
"SEEDGWAS1694","CIMMYTMA-024349",-101.799996,17.971798,249.4272331,384.0776166,263.3149598,74.34953139,79.14542792,81.26321701,475.9225029,788.2183962,492.753873,892.8725648
"SEEDGWAS1705","CIMMYTMA-024974",-101.799996,17.971798,249.4272331,384.0776166,263.3149598,74.34953139,79.14542792,81.26321701,475.9225029,788.2183962,492.753873,892.8725648
"SEEDGWAS1037","CIMMYTMA-025804",-101.799996,17.971798,249.4272331,384.0776166,263.3149598,74.34953139,79.14542792,81.26321701,475.9225029,788.2183962,492.753873,892.8725648
"SEEDGWAS1721","CIMMYTMA-025257",-100.249473,18.298628,291.5796008,384.0775094,263.3149387,73.40143838,78.7602621,91.56391704,498.0625379,786.8913077,554.5545697,940.2523465
"SEEDGWAS3655","CIMMYTMA-025260",-99.458144,18.272733,290.2200522,384.0775736,263.314998,73.90672171,69.65170478,90.01067917,498.8043456,796.7010551,511.6348897,865.4233755
"SEEDGWAS2635","CIMMYTMA-025261",-99.458144,18.272733,290.2200522,384.0775736,263.314998,73.90672171,69.65170478,90.01067917,498.8043456,796.7010551,511.6348897,865.4233755
"SEEDGWAS3343","CIMMYTMA-025264",-99.090407,16.977888,268.3294274,384.0775646,263.3149487,73.15825766,72.69166713,83.51326046,463.9317176,787.5340795,506.8073383,843.0444368
"SEEDGWAS1144","CIMMYTMA-021264",-99.385656,17.576119,267.7201565,384.0775593,263.3149578,72.28177464,82.98418236,80.95527574,497.3861773,813.5372823,567.0013454,909.2882409
"SEEDGWAS3219","CIMMYTMA-005719",-100.65,18.35,304.5629865,384.0775328,263.3149388,74.34401985,83.7480189,90.56527113,490.5299765,790.357561,570.9043572,998.2732527
"SEEDGWAS3869","CIMMYTMA-005460",-100.65,18.35,304.5629865,384.0775328,263.3149388,74.34401985,83.7480189,90.56527113,490.5299765,790.357561,570.9043572,998.2732527
"SEEDGWAS2184","CIMMYTMA-018851",-100.5666667,18.46666667,282.9288649,384.0776086,263.3149707,75.14622487,79.65841371,84.88934733,480.8320941,805.9274768,528.0611676,868.3567042
"SEEDGWAS1665","CIMMYTMA-020386",-101.2833333,17.53333333,282.4064471,384.0775949,263.3149576,78.05011477,76.71607506,85.39333163,493.3463651,811.5632949,566.9944028,897.9919262
"SEEDGWAS3165","CIMMYTMA-000225",-101.267595,17.580798,250.9249593,384.077591,263.3149444,74.24706423,86.99355912,83.11816941,491.2275008,788.2183962,506.1457037,926.8027761
"SEEDGWAS5","CIMMYTMA-000194",-99.537659,17.167363,269.4353448,384.0775665,263.3149416,74.34151039,83.42401491,82.86851922,462.2180383,788.820888,507.4778994,875.5091788
"SEEDGWAS1176","CIMMYTMA-000186",-99.365802,16.801211,260.8017512,384.0775648,263.3149635,74.24706423,87.35324079,89.4013145,466.4214824,788.2402142,551.2481998,917.1981074
"SEEDGWAS1180","CIMMYTMA-000262",-98.281497,16.735414,269.2249012,384.0775289,263.3149357,74.34401985,75.40902857,89.41410667,468.4470775,789.8603445,550.7105533,833.1433731
"SEEDGWAS1177","CIMMYTMA-000205",-100.69796,18.300591,297.3187425,384.0775304,263.3149827,74.34401985,79.14514863,87.84673408,492.1449013,790.1583981,562.7441272,976.4805281
"SEEDGWAS683","CIMMYTMA-000177",-101.70156,17.789507,258.3453128,384.0775659,263.3149488,74.24838599,85.40839264,85.22150609,483.792064,787.9369247,495.1614877,956.2799714
"SEEDGWAS3278","CIMMYTMA-016215",-99.458144,18.272733,290.2200522,384.0775736,263.314998,73.90672171,69.65170478,90.01067917,498.8043456,796.7010551,511.6348897,865.4233755
"SEEDGWAS4056","CIMMYTMA-002042",-99.61205,18.536164,283.9123808,384.0775494,263.3149518,71.8665602,83.45916818,98.55378296,476.6197283,805.4906419,554.4998172,879.9296499
"SEEDGWAS2377","CIMMYTMA-002054",-99.55,18.66666667,291.347299,384.0775519,263.3150004,72.60421638,89.05939939,98.61423394,487.3282141,795.620919,521.6373527,928.9934066
"SEEDGWAS2378","CIMMYTMA-002056",-99.604781,18.722675,290.7895629,384.0775508,263.3149456,71.47590784,78.57206395,98.30994701,477.1303678,812.6928948,565.1916415,911.8490095
"SEEDGWAS2379","CIMMYTMA-002058",-99.604781,18.722675,290.7895629,384.0775508,263.3149456,71.47590784,78.57206395,98.30994701,477.1303678,812.6928948,565.1916415,911.8490095
"SEEDGWAS2562","CIMMYTMA-018431",-99.5,17.55,267.4494962,384.0775611,263.3149925,72.47113053,81.82687082,80.97667657,492.0390521,817.859434,558.0401893,901.6011387
"SEEDGWAS4058","CIMMYTMA-002082",-99.66666667,18.75,293.1531023,384.0775548,263.3149468,71.16052783,79.75584113,98.25004578,487.2307723,807.0288369,558.0891604,889.7572133
"SEEDGWAS4366","CIMMYTMA-001942",-99.66666667,18.75,253.2722093,384.0775991,263.3149481,74.34401985,69.4998625,90.22451219,469.5965449,798.0522831,504.6761693,895.175922
"SEEDGWAS3410","CIMMYTMA-002087",-99.66666667,18.75,293.1531023,384.0775548,263.3149468,71.16052783,79.75584113,98.25004578,487.2307723,807.0288369,558.0891604,889.7572133
"SEEDGWAS3599","CIMMYTMA-013794",-99.863566,18.363636,290.3465652,384.0775405,263.3149637,71.44599334,76.51865377,95.4020807,501.1220974,806.2791864,544.5475544,862.062737
"SEEDGWAS1553","CIMMYTMA-013332",-100.5166667,18.23333333,289.5994509,384.0775284,263.3149461,74.34401985,83.32330436,91.73808983,486.3224311,790.1193529,562.8837488,992.7119342
"SEEDGWAS3280","CIMMYTMA-016266",-98.75,16.8,260.8017512,384.0775648,263.3149635,74.24706423,87.35324079,89.4013145,466.4214824,788.2402142,551.2481998,917.1981074
"SEEDGWAS1560","CIMMYTMA-013796",-98.46634,16.504784,269.0593875,384.0775629,263.3149615,74.24706423,80.62794226,90.3458221,479.205544,788.3056372,573.3416147,853.8297742
"SEEDGWAS1632","CIMMYTMA-017832",-100.69796,18.300591,297.3187425,384.0775304,263.3149827,74.34401985,79.14514863,87.84673408,492.1449013,790.1583981,562.7441272,976.4805281
"SEEDGWAS3249","CIMMYTMA-010489",-99.550105,18.32716,291.1149161,384.0775945,263.3149598,72.81623204,68.69673629,88.83979405,498.9406065,795.964874,521.2070851,881.1659616
"SEEDGWAS3163","CIMMYTMA-000219",-99.330802,18.290454,291.0487277,384.0775794,263.3149426,71.53541584,69.76957345,89.02914738,500.1809746,796.6278069,512.5546247,850.9832405
"SEEDGWAS680","CIMMYTMA-000036",-100.5166667,18.23333333,289.5994509,384.0775284,263.3149461,74.34401985,83.32330436,91.73808983,486.3224311,790.1193529,562.8837488,992.7119342
"SEEDGWAS3164","CIMMYTMA-000220",-99.550105,18.32716,291.1149161,384.0775945,263.3149598,72.81623204,68.69673629,88.83979405,498.9406065,795.964874,521.2070851,881.1659616
"SEEDGWAS1178","CIMMYTMA-000213",-100.249473,18.298628,291.5796008,384.0775094,263.3149387,73.40143838,78.7602621,91.56391704,498.0625379,786.8913077,554.5545697,940.2523465
"SEEDGWAS4800","CIMMYTMA-023920",-98.42,19.72,274.7685457,384.0775923,263.314952,73.9861863,77.15806283,86.22792872,478.3942363,805.247804,585.5724546,918.9640639
"SEEDGWAS4801","CIMMYTMA-023921",-98.53333333,19.66666667,270.6266743,384.0775716,263.3149411,78.46056925,79.98380645,88.90217697,477.0358423,793.1663686,571.5532682,845.3451559
"SEEDGWAS4868","CIMMYTMA-027121",-98.3,20.03333333,273.7868309,384.0776637,263.3149351,72.01843303,72.34648973,85.09845841,483.7600641,792.7451219,536.6111096,830.0436138
"SEEDGWAS3020","CIMMYTMA-020914",-98.2,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS3017","CIMMYTMA-020796",-98.2,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS4732","CIMMYTMA-020756",-98.43333333,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS4733","CIMMYTMA-020789",-98.679121,19.930776,274.8657081,384.0775876,263.3149544,73.73648879,76.69149405,86.43158906,462.9542958,806.363644,582.2583091,903.1727205
"SEEDGWAS3082","CIMMYTMA-024615",-98.43333333,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS4822","CIMMYTMA-024669",-98.43333333,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS5159","CIMMYTMA-024555",-98.43333333,20.15,267.0798944,384.0775886,263.31493,74.02352926,76.14853877,88.11774839,485.6325275,806.6457929,593.0356793,934.8104156
"SEEDGWAS3072","CIMMYTMA-024564",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS3089","CIMMYTMA-024671",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS5092","CIMMYTMA-024566",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS3074","CIMMYTMA-024567",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS4824","CIMMYTMA-024674",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS1045","CIMMYTMA-029309",-98.277964,21.038899,271.7983277,384.0775625,263.3149325,72.18674485,76.86748431,84.85297361,535.2987259,793.0397646,529.7693969,843.4601743
"SEEDGWAS1048","CIMMYTMA-029324",-98.222282,21.10534,272.0387589,384.0775894,263.3149286,72.40016285,69.94464766,81.58129662,535.7160641,804.9558429,535.7312591,845.3727109
"SEEDGWAS1049","CIMMYTMA-029325",-98.222282,21.10534,272.0387589,384.0775894,263.3149286,72.40016285,69.94464766,81.58129662,535.7160641,804.9558429,535.7312591,845.3727109
"SEEDGWAS1050","CIMMYTMA-029328",-98.296549,21.029685,271.7983277,384.0775628,263.3149306,71.44461416,77.91184219,84.83966766,535.2987259,792.2710961,532.9467839,843.1910298
"SEEDGWAS1051","CIMMYTMA-029329",-98.296549,21.029685,271.7983277,384.0775628,263.3149306,71.44461416,77.91184219,84.83966766,535.2987259,792.2710961,532.9467839,843.1910298
"SEEDGWAS1263","CIMMYTMA-001944",-98.416667,21.15,271.5014985,384.0775724,263.3149806,71.9159097,68.37433159,84.96684816,536.2283457,793.7567808,539.3486601,834.6573095
"SEEDGWAS2735","CIMMYTMA-002196",-98.9,20.26666667,285.9028085,384.077592,263.3149657,74.80003866,76.44446882,86.27600054,448.2067579,801.3332746,547.1067984,926.1395157
"SEEDGWAS3152","CIMMYTMA-027504",-98.42,19.72,275.0477405,384.0775951,263.3149607,75.56100186,79.68960774,86.06591865,494.7779915,804.7553765,572.1268112,933.8721129
"SEEDGWAS2367","CIMMYTMA-001914",-99.17,20.26,289.6482769,384.077579,263.3149685,80.36870485,77.40682659,85.90089777,454.1549351,801.5180369,542.515948,881.0080978
"SEEDGWAS4593","CIMMYTMA-015994",-98.41666667,19.71666667,275.3327977,384.0775573,263.3149711,73.82301559,76.48335859,85.08561572,462.8810128,803.1531452,550.206727,885.6553004
"SEEDGWAS4607","CIMMYTMA-016461",-98.41666667,19.71666667,275.3327977,384.0775573,263.3149711,73.82301559,76.48335859,85.08561572,462.8810128,803.1531452,550.206727,885.6553004
"SEEDGWAS3392","CIMMYTMA-001560",-98.65,20.65,295.1362539,384.077528,263.3149507,76.5291849,80.1408695,87.52795396,447.133779,798.7227506,573.9290084,802.3379977
"SEEDGWAS2950","CIMMYTMA-017983",-98.98333333,19.83333333,270.5733013,384.0775797,263.3149998,74.06719627,77.08689259,87.8858287,502.9546926,804.6160104,590.2269115,922.6566955
"SEEDGWAS2900","CIMMYTMA-013377",-98.98333333,19.83333333,293.7422865,384.07758,263.3149725,75.05515327,72.02987637,85.9263705,462.3698417,808.2665445,562.8026346,940.5188277
"SEEDGWAS2355","CIMMYTMA-001561",-98.661356,20.592704,267.7588473,384.0775678,263.3149428,73.71345705,78.33105499,89.69048749,513.4160764,800.4945296,583.433367,873.6157779
"SEEDGWAS3750","CIMMYTMA-017991",-98.81666667,19.88333333,279.0233588,384.0775874,263.3149542,73.57933414,74.30981903,86.32683595,462.8810128,806.3221789,559.2552755,904.3763394
"SEEDGWAS3056","CIMMYTMA-023422",-98.81666667,19.88333333,279.0233588,384.0775874,263.3149542,73.57933414,74.30981903,86.32683595,462.8810128,806.3221789,559.2552755,904.3763394
"SEEDGWAS3000","CIMMYTMA-019517",-98.2,20.15,276.6255372,384.0775891,263.3149572,73.63609793,73.01584182,89.71461033,477.6141242,806.6344692,580.2692718,962.6190721
"SEEDGWAS3001","CIMMYTMA-019518",-98.2,20.15,276.6255372,384.0775891,263.3149572,73.63609793,73.01584182,89.71461033,477.6141242,806.6344692,580.2692718,962.6190721
"SEEDGWAS2199","CIMMYTMA-019538",-98.2,20.15,276.6255372,384.0775891,263.3149572,73.63609793,73.01584182,89.71461033,477.6141242,806.6344692,580.2692718,962.6190721
"SEEDGWAS2502","CIMMYTMA-013804",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS2353","CIMMYTMA-001555",-98.65,20.65,295.1362539,384.077528,263.3149507,76.5291849,80.1408695,87.52795396,447.133779,798.7227506,573.9290084,802.3379977
"SEEDGWAS1777","CIMMYTMA-001559",-98.76666667,20.6,297.3992569,384.0774773,263.3150021,73.81774631,78.6396168,94.56413511,492.8589511,800.3213463,568.1530617,916.3700092
"SEEDGWAS2368","CIMMYTMA-001917",-98.2,20.15,326.7428714,384.0774689,263.3150045,72.1393682,82.16331031,97.01342016,483.0251487,805.8350898,516.4721921,874.7866843
"SEEDGWAS3038","CIMMYTMA-023320",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS3044","CIMMYTMA-023365",-98.734909,20.784944,269.9634021,384.0775291,263.3149411,74.43364353,77.61336206,85.20141166,508.6004335,794.2210951,586.6640133,855.1156295
"SEEDGWAS975","CIMMYTMA-017835",-98.41666667,21.15,271.1364432,384.0775993,263.3149285,72.95039378,70.2810145,82.77194853,482.3161895,804.334167,535.7089383,859.3481828
"SEEDGWAS2354","CIMMYTMA-001556",-98.76666667,20.6,297.3992569,384.0774773,263.3150021,73.81774631,78.6396168,94.56413511,492.8589511,800.3213463,568.1530617,916.3700092
"SEEDGWAS604","CIMMYTMA-001919",-98.850117,19.903114,283.0902074,384.0775802,263.3149712,73.82301559,73.16670319,86.13501403,462.3062182,806.6457929,550.206727,936.4820469
"SEEDGWAS444","CIMMYTMA-017955",-98.41666667,21.15,271.1364432,384.0775993,263.3149285,72.95039378,70.2810145,82.77194853,482.3161895,804.334167,535.7089383,859.3481828
"SEEDGWAS3720","CIMMYTMA-008448",-98.75,20.13333333,315.952511,384.077536,263.3149552,74.7918047,83.5510672,86.71208334,462.3537314,801.3978407,564.5818494,835.204908
"SEEDGWAS4509","CIMMYTMA-008449",-98.75,20.13333333,274.8954876,384.0775755,263.3149905,75.45950329,79.32917524,86.02158674,448.7255857,805.1730545,581.2864996,960.8811482
"SEEDGWAS5013","CIMMYTMA-008450",-98.98333333,19.83333333,293.7422865,384.07758,263.3149725,75.05515327,72.02987637,85.9263705,462.3698417,808.2665445,562.8026346,940.5188277
"SEEDGWAS2852","CIMMYTMA-008451",-98.98333333,19.83333333,293.7422865,384.07758,263.3149725,75.05515327,72.02987637,85.9263705,462.3698417,808.2665445,562.8026346,940.5188277
"SEEDGWAS1355","CIMMYTMA-003695",-86.088789,14.744943,246.3592848,384.0775528,263.3150357,71.28612673,69.41189791,79.53627523,518.8687086,775.6797898,528.253501,846.5342247
"SEEDGWAS1357","CIMMYTMA-003701",-87.929345,15.380512,265.9266858,384.0775058,263.3149398,72.66144254,73.48144836,82.13446922,478.3389301,784.6923668,518.5270117,898.2590587
"SEEDGWAS803","CIMMYTMA-003702",-87.9942222,15.047378,263.5408108,384.077549,263.3149381,72.89259618,66.99219194,85.54391929,470.3779417,803.699153,499.3608988,858.8015702
"SEEDGWAS1358","CIMMYTMA-003703",-87.99316,15.053429,263.6211376,384.0775378,263.3149441,72.93025732,68.34977498,85.49642147,470.3779417,803.6315546,499.3469794,858.2432299
"SEEDGWAS3974","CIMMYTMA-013819",-88.252187,14.882562,258.9133557,384.0777686,263.3149902,73.02514927,64.45826068,84.04709898,467.8143687,794.46734,486.8728125,873.6279421
"SEEDGWAS1359","CIMMYTMA-003707",-87.99316,15.053429,263.6211376,384.0775378,263.3149441,72.93025732,68.34977498,85.49642147,470.3779417,803.6315546,499.3469794,858.2432299
"SEEDGWAS1197","CIMMYTMA-000875",-88.003548,15.281744,263.2990513,384.0775253,263.3149388,72.66378736,72.66854319,82.21661746,488.4665826,804.1185985,510.0061688,897.5884952
"SEEDGWAS1360","CIMMYTMA-003708",-88.003548,15.281744,263.2990513,384.0775253,263.3149388,72.66378736,72.66854319,82.21661746,488.4665826,804.1185985,510.0061688,897.5884952
"SEEDGWAS3970","CIMMYTMA-013366",-88.255293,14.87922,258.9133557,384.0777686,263.3149952,73.02514927,64.45826068,84.04709898,467.8143687,794.46734,486.8728125,873.6279421
"SEEDGWAS1351","CIMMYTMA-003663",-87.891039,15.590506,261.4839016,384.0774968,263.3149307,72.70225377,76.51485271,82.20782391,469.7174497,784.1766478,527.6871219,913.9225331
"SEEDGWAS1352","CIMMYTMA-003664",-87.891039,15.590506,261.4839016,384.0774968,263.3149307,72.70225377,76.51485271,82.20782391,469.7174497,784.1766478,527.6871219,913.9225331
"SEEDGWAS1198","CIMMYTMA-000880",-87.891039,15.590506,261.4839016,384.0774968,263.3149307,72.70225377,76.51485271,82.20782391,469.7174497,784.1766478,527.6871219,913.9225331
"SEEDGWAS802","CIMMYTMA-003666",-87.963237,15.497219,264.8679939,384.0774915,263.3149396,72.80024027,73.12423886,82.13446922,491.8307979,784.0863436,519.2279891,863.5539461
"SEEDGWAS1353","CIMMYTMA-003667",-88.016667,15.4,260.2312978,384.0775769,263.3149611,71.92925073,68.58660836,93.62640125,489.0485083,781.504912,519.8249699,880.7297474
"SEEDGWAS1557","CIMMYTMA-013357",-87.93333333,15.8,256.9810987,384.0775605,263.3149337,72.66144254,76.21037184,82.75937754,468.7341889,784.1081846,550.325103,924.5083226
"SEEDGWAS1199","CIMMYTMA-000881",-88.19682,15.361949,262.358676,384.0775465,263.3149431,72.93025732,70.09777332,84.19035721,484.9460807,783.3012037,518.7855101,875.5184463
"SEEDGWAS1200","CIMMYTMA-000882",-87.02708,14.638033,246.3389576,384.0776101,263.3150358,71.93477567,71.79016226,81.88384244,505.7847813,789.3905308,548.150455,835.2091533
"SEEDGWAS454","CIMMYTMA-019301",-88.690321,14.946917,250.0702229,384.0775024,263.3149416,72.28557105,71.15122322,85.21593431,454.3677137,785.7480099,532.8107503,874.2624358
"SEEDGWAS3782","CIMMYTMA-023930",-102.549726,21.435587,284.1136115,384.0775473,263.3149534,77.54166204,74.69644954,88.19704874,495.0766846,802.335903,566.6579054,865.0967719
"SEEDGWAS3629","CIMMYTMA-018354",-101.991028,21.836255,297.2894115,384.0775799,263.3149604,74.12050502,74.47338642,88.07303485,466.6644291,797.3738412,560.9364445,816.7582136
"SEEDGWAS1720","CIMMYTMA-025239",-105.262282,19.936732,270.1902881,384.0775139,263.3149573,72.71997063,71.46919469,86.56257842,461.8187487,793.37106,519.9732533,893.2796388
"SEEDGWAS1713","CIMMYTMA-025223",-105.262282,19.936732,270.1902881,384.0775139,263.3149573,72.71997063,71.46919469,86.56257842,461.8187487,793.37106,519.9732533,893.2796388
"SEEDGWAS1714","CIMMYTMA-025224",-105.262282,19.936732,270.1902881,384.0775139,263.3149573,72.71997063,71.46919469,86.56257842,461.8187487,793.37106,519.9732533,893.2796388
"SEEDGWAS1717","CIMMYTMA-025228",-105.262282,19.936732,270.1902881,384.0775139,263.3149573,72.71997063,71.46919469,86.56257842,461.8187487,793.37106,519.9732533,893.2796388
"SEEDGWAS1719","CIMMYTMA-025238",-105.262282,19.936732,270.1902881,384.0775139,263.3149573,72.71997063,71.46919469,86.56257842,461.8187487,793.37106,519.9732533,893.2796388
"SEEDGWAS1715","CIMMYTMA-025225",-104.612035,19.697393,277.1608622,384.0774923,263.3149376,71.38750848,82.85053875,87.0623305,473.112878,786.8040973,507.8833851,932.1054516
"SEEDGWAS1716","CIMMYTMA-025226",-104.612035,19.697393,277.1608622,384.0774923,263.3149376,71.38750848,82.85053875,87.0623305,473.112878,786.8040973,507.8833851,932.1054516
"SEEDGWAS4633","CIMMYTMA-018001",-102.370596,20.691381,296.9003402,384.077473,263.3150404,73.99296019,85.42869957,91.38911295,497.7720372,797.8918405,556.8467483,981.7339614
"SEEDGWAS4236","CIMMYTMA-010618",-103.0166667,20.93333333,286.4758451,384.0774676,263.3150036,77.44922708,85.15026996,91.36153623,489.8032508,801.5167267,562.7203763,975.9680118
"SEEDGWAS4020","CIMMYTMA-023933",-104.2129,21.064005,285.8545805,384.077525,263.3149304,71.86530351,125.0325158,82.17938775,470.0172782,789.4874485,566.5999274,1044.291762
"SEEDGWAS3771","CIMMYTMA-020971",-101.89888,21.410256,287.1975031,384.0774991,263.3149539,76.2129651,77.28188378,85.55692037,463.3544075,797.7585836,562.8770685,811.3281224
"SEEDGWAS3769","CIMMYTMA-020842",-101.89888,21.410256,287.1975031,384.0774991,263.3149539,76.2129651,77.28188378,85.55692037,463.3544075,797.7585836,562.8770685,811.3281224
"SEEDGWAS4729","CIMMYTMA-020740",-101.96193,21.327069,288.8955334,384.0774919,263.3150024,76.18435123,76.31911924,83.60254631,471.1552223,797.8459682,560.4186758,836.5291269
"SEEDGWAS3025","CIMMYTMA-020973",-101.877563,21.340408,286.6614751,384.0774871,263.3150011,76.2129651,74.1773859,85.55692037,463.0858534,797.3582363,561.9375382,833.6903771
"SEEDGWAS3019","CIMMYTMA-020844",-101.908382,21.342764,286.7073494,384.0774871,263.3149539,76.18435123,75.35623974,85.55692037,463.0858534,797.877544,561.1294386,818.2932826
"SEEDGWAS4255","CIMMYTMA-020748",-101.898704,21.346262,286.6614751,384.0774871,263.3149515,76.1873919,76.14986991,85.55692037,463.0858534,797.7585836,560.3220473,822.5203216
"SEEDGWAS3770","CIMMYTMA-020873",-101.5,21.88333333,289.0393695,384.0778651,263.3149513,73.01751846,72.11805437,87.56791733,464.8720947,811.1425555,571.6138068,830.4603198
"SEEDGWAS2602","CIMMYTMA-021226",-101.988203,21.005478,308.0436482,384.0775211,263.3149882,76.2129651,78.40327055,82.95864907,501.4936212,801.0626522,561.9718984,889.2844036
"SEEDGWAS5074","CIMMYTMA-021303",-102.1666667,21.21666667,283.172005,384.0775229,263.3149874,77.55292507,77.47409728,83.39470199,489.1532773,798.0102818,561.9265687,812.8958373
"SEEDGWAS4759","CIMMYTMA-021313",-102.1666667,21.01666667,265.7747711,384.0775563,263.3149829,72.86472582,70.57403693,85.54465173,510.2033856,807.962966,518.3036397,889.3009377
"SEEDGWAS2603","CIMMYTMA-021228",-102.1666667,21.01666667,265.7747711,384.0775563,263.3149829,72.86472582,70.57403693,85.54465173,510.2033856,807.962966,518.3036397,889.3009377
"SEEDGWAS4756","CIMMYTMA-021304",-102.375272,21.004059,284.5399582,384.0775452,263.3149737,77.45857629,86.17932333,84.24929555,486.5383281,800.5010675,560.1509427,957.3400295
"SEEDGWAS4179","CIMMYTMA-021230",-102.5,21.41666667,287.9827335,384.0775366,263.3149436,73.53040408,81.18319648,83.97063899,471.1552223,804.6014972,574.0485632,817.9334329
"SEEDGWAS5073","CIMMYTMA-021222",-102.5,21.41666667,287.9827335,384.0775366,263.3149436,73.53040408,81.18319648,83.97063899,471.1552223,804.6014972,574.0485632,817.9334329
"SEEDGWAS4180","CIMMYTMA-021232",-102.426139,21.535731,292.8598642,384.0775878,263.3149576,73.7502967,81.8943419,83.55457061,463.4276905,802.3576106,575.4094412,775.892696
"SEEDGWAS4753","CIMMYTMA-021233",-102.690624,20.673771,295.1859522,384.0774645,263.3149781,77.05270581,85.94899485,96.67666581,486.1098445,802.0289915,561.3043906,1010.202855
"SEEDGWAS4762","CIMMYTMA-021345",-102.748227,20.797435,293.0553211,384.0774644,263.3150037,77.44922708,85.70487047,96.85817327,490.2089452,802.3820871,562.1701296,989.4488922
